"","docsequence","docid","docyear","doctype","allsubject","broadsubj","personalevent","wwritten","docauthorid","docauthorname","language","editor","briefname","nationality","birthyear","deathyear","birthplace","deathplace","ageatdeath","nativeoccupation","yearimmigration","stayednorthamerica","agewriting","marriagestatus","maternalstatus","authorgeneration","authorgender","culturalheritage","religion","northamericanoccupation"
"321",85,"S11073-D085",1942,"Letter","Daily life; Weather; Domestic life; Environment","Domestic life; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"322",86,"S11073-D086",1942,"Letter","Flowers; Internment camps; Summer; Environment; Politics","Environment; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"323",87,"S11073-D087",1942,"Letter","Friends; Relationships","Relationships",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"324",88,"S11073-D088",1942,"Letter","Rain; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"325",90,"S11073-D090",1942,"Letter","Internment camps; Meals; Politics; Health","Politics; Health",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"326",91,"S11073-D091",1942,"Letter","Physical illnesses; Health; Physical illness of spouse","Health","Physical illness of spouse","Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"327",93,"S11073-D093",1942,"Letter","Internment camps; Meals; Politics; Health","Politics; Health",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"328",94,"S11073-D094",1942,"Letter","Internment camps; Politics","Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"329",95,"S11073-D095",1942,"Letter","Internment camps; Meals; Politics; Health","Politics; Health",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"330",97,"S11073-D097",1942,"Letter","Flowers; Italian people; Environment; Ethnic groups","Environment; Ethnic groups",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"331",99,"S11073-D099",1942,"Letter","Meals; Rain; Health; Environment","Health; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"332",100,"S11073-D100",1942,"Letter","Internment camps; Politics","Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"333",101,"S11073-D101",1942,"Letter","Mountains; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"334",103,"S11073-D103",1942,"Letter","Glaciers; Walking; Environment; Entertainment and recreation; Montana; United States; Western States; Rocky Mountain States; North America","Environment; Entertainment and recreation",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"335",104,"S11073-D104",1942,"Letter","Films; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"336",105,"S11073-D105",1942,"Letter","Internment camps; Politics","Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"337",107,"S11073-D107",1942,"Letter","Films; Intellectual life; Pend Oreille River; United States; Pacific Northwest; Western States; West Coast States; North America","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"338",109,"S11073-D109",1942,"Letter","Correspondence; Walking; Intellectual life; Entertainment and recreation","Intellectual life; Entertainment and recreation",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"339",110,"S11073-D110",1942,"Letter","Films; Internment camps; Intellectual life; Politics","Intellectual life; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"340",112,"S11073-D112",1942,"Letter","Fall; Italian language; Environment; Intellectual life","Environment; Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"341",113,"S11073-D113",1942,"Letter","Mountains; Walking; Environment; Entertainment and recreation","Environment; Entertainment and recreation",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"342",116,"S11073-D116",1942,"Letter","Films; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"343",117,"S11073-D117",1942,"Letter","Correspondence; Internment camps; Intellectual life; Politics","Intellectual life; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"344",119,"S11073-D119",1942,"Letter","Mountains; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"345",120,"S11073-D120",1942,"Letter","Church services; Cold weather; Religion; Environment","Religion; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"346",122,"S11073-D122",1942,"Letter","Snow; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"347",123,"S11073-D123",1942,"Letter","Correspondence; Internment camps; Intellectual life; Politics","Intellectual life; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"348",125,"S11073-D125",1942,"Letter","Daily life; Snow; Domestic life; Environment","Domestic life; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"349",126,"S11073-D126",1942,"Letter","Crafts; Domestic life","Domestic life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"350",127,"S11073-D127",1942,"Letter","Ministers; Religion","Religion",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
